"","height","flowrate"
"1",4.8825335192439,5.2630051234265
"2",8.08491509426982,8.55011267888634
"3",8.34968819808733,12.0646876224183
"4",4.09805973373467,6.01883452457957
"5",4.49272708063477,6.17037454779761
"6",2.6286846285975,3.08836270376026
"7",8.11892186693355,7.95550121712535
"8",6.61349219678507,9.21237427704908
"9",7.6808894683624,9.74329987136234
"10",5.63717517146167,8.67056850140151
"11",7.586939965898,10.4111633756774
"12",4.6443852885891,4.83621572885157
"13",7.60503813460718,7.70206463418675
"14",5.74020722437101,8.3851749570029
"15",4.03175334121349,5.2300951117315
"16",6.14808424060554,7.3607043905181
"17",6.61536023541736,10.8176106422443
"18",9.88965019012393,14.3331591148751
"19",7.33054680787951,12.0737202309197
"20",8.00065877943619,11.6896592667084
"21",4.7682649726873,5.27585207205082
"22",3.48512544508968,3.34407659307092
"23",4.08645009724365,5.12307655972783
"24",4.32574352092053,5.21287143665031
"25",5.04624086602838,7.33624630821205
"26",2.452884583975,2.28352928882714
"27",8.80566422888274,12.9664970952668
"28",8.53794171268459,12.6262873239542
"29",8.44338121588568,14.2385304786037
"30",7.26288964853963,10.3942085413546
"31",6.98739029075855,9.61277312762633
"32",7.74507196229533,13.1160967371396
"33",6.1218813453598,8.09188216863522
"34",4.3646722798157,4.38434545307165
"35",6.18812712182259,7.61209293413144
"36",6.16639695037747,7.79500928628613
"37",7.0423713577294,9.74324541778865
"38",9.45290007062966,12.9811605037092
"39",7.957558753906,13.8296529640944
"40",6.56541117380686,9.08799932267899
"41",6.60091148317692,8.0599115521383
"42",9.82750839835322,14.6386402685368
"43",8.99573895278438,15.8250373625638
"44",7.18827201756679,9.21225236159959
"45",9.76856460427241,14.0583305175664
"46",6.62903976390617,8.84417385673545
"47",6.50544032879534,7.36879979876096
"48",3.51509689546128,4.60917264440563
"49",4.89428450618005,6.66414874273497
"50",7.33435276697022,11.0598037182346
"51",10.3776764854498,14.0487933877579
"52",8.1271888279146,8.02943967032453
"53",7.83043095310304,8.46868636368197
"54",9.91754808813561,13.4099633434704
"55",6.96933688759866,7.18576318949197
"56",7.34775447531979,9.42527975079565
"57",11.3808741852081,11.5105044302602
